,index,OBJECTID,X1,Time_Stamp,CH4__ppm_,C2H6__ppb_,R,C2_C1,ch4Enhcmt,totDist,length,lrate,npeaks,Latitude,Longitude,POLYGON,LEAKNUM,PolyLK,win,DateFound,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,geometry,within
280,280,281,10,2020-07-27T22:19:16Z,2.01319,-1.097,0.931,0.072,0.079,129.2,17,0.5,1,33.64189148,-86.65657806,P32,11,P32L13,TRUE,2020-07-27,1.0,281,1.89723878881e-05,2.82427883663e-11,"POLYGON ((-86.65657805952901 33.6418942284493, -86.65657753252708 33.64189419244917, -86.65657701952523 33.6418940874488, -86.65657653252345 33.6418939134482, -86.65657608552186 33.64189367744734, -86.65657568952042 33.64189338444623, -86.65657535551918 33.64189304144503, -86.65657509151822 33.64189265844362, -86.65657490351754 33.64189224544214, -86.65657479751718 33.64189181144053, -86.65657477651706 33.64189136943895, -86.65657484051729 33.64189093043734, -86.65657498751784 33.6418905064358, -86.65657521451868 33.64189010643435, -86.65657551451977 33.64188974243302, -86.65657588052107 33.64188942343185, -86.65657630352263 33.64188915743091, -86.65657677152433 33.64188895243012, -86.65657727352618 33.64188881242961, -86.65657779552805 33.6418887414294, -86.65657832352997 33.6418887414294, -86.6565788455319 33.64188881242961, -86.65657934753369 33.64188895243012, -86.65657981553539 33.64188915743091, -86.65658023853695 33.64188942343185, -86.65658060453825 33.64188974243302, -86.65658090453934 33.64189010643435, -86.65658113154018 33.6418905064358, -86.65658127854073 33.64189093043734, -86.65658134254096 33.64189136943895, -86.6565813215409 33.64189181144053, -86.65658121554048 33.64189224544214, -86.6565810275398 33.64189265844362, -86.65658076353884 33.64189304144503, -86.65658042953766 33.64189338444623, -86.65658003353622 33.64189367744734, -86.65657958653458 33.6418939134482, -86.65657909953279 33.6418940874488, -86.65657858653094 33.64189419244917, -86.65657805952901 33.6418942284493))",True
281,281,282,11,2020-08-11T21:47:34Z,2.25668,10.905,0.794,0.008,0.319,34.0,10,0.8,1,33.62252808,-86.66811371,P32,12,P32L15,TRUE,2020-08-11,1.0,282,1.89695247181e-05,2.82353383262e-11,"POLYGON ((-86.66811371046617 33.62253082805483, -86.6681131834643 33.6225307920547, -86.66811267046239 33.62253068705434, -86.66811218346066 33.62253051305368, -86.66811173745901 33.62253027705282, -86.66811134145757 33.62252998405177, -86.66811100745639 33.62252964105051, -86.66811074245538 33.6225292580491, -86.66811055545475 33.62252884504761, -86.66811044945433 33.62252841104606, -86.66811042845427 33.62252796904443, -86.6681104924545 33.62252753004282, -86.66811063945505 33.62252710604128, -86.66811086545584 33.62252670603982, -86.66811116645692 33.6225263420385, -86.66811153245828 33.62252602303738, -86.66811195445979 33.62252575703639, -86.66811242246149 33.62252555203565, -86.66811292446334 33.62252541203515, -86.66811344646521 33.62252534103487, -86.66811397446713 33.62252534103487, -86.66811449646906 33.62252541203515, -86.66811499847086 33.62252555203565, -86.66811546647256 33.62252575703639, -86.66811588847412 33.62252602303738, -86.66811625447542 33.6225263420385, -86.66811655547656 33.62252670603982, -86.66811678147735 33.62252710604128, -86.6681169284779 33.62252753004282, -86.66811699247813 33.62252796904443, -86.66811697147807 33.62252841104606, -86.66811686547766 33.62252884504761, -86.66811667847696 33.6225292580491, -86.66811641347601 33.62252964105051, -86.66811607947483 33.62252998405177, -86.66811568347339 33.62253027705282, -86.66811523747174 33.62253051305368, -86.66811475046995 33.62253068705434, -86.6681142374681 33.6225307920547, -86.66811371046617 33.62253082805483))",True
282,282,283,12,2020-08-11T21:54:54Z,1.96969,8.804,0.772,0.054,0.015,46.7,5,0.1,1,33.64816666,-86.65415192,P32,13,P32L16,TRUE,2020-08-11,1.0,283,1.89729854195e-05,2.82443483546e-11,"POLYGON ((-86.65415191970891 33.64816940826239, -86.65415139270704 33.64816937226226, -86.65415087970513 33.64816926726184, -86.6541503927034 33.64816909326123, -86.65414994570176 33.64816885726037, -86.65414954970032 33.64816856425932, -86.65414921569908 33.64816822125806, -86.65414895069813 33.64816783825665, -86.65414876369744 33.64816742525517, -86.65414865769708 33.64816699125356, -86.65414863669702 33.64816654925198, -86.65414870069725 33.64816611025037, -86.65414884769774 33.64816568624883, -86.65414907369859 33.64816528624738, -86.65414937469967 33.64816492224605, -86.65414974070103 33.64816460324488, -86.65415016370252 33.64816433724394, -86.65415063170423 33.64816413224321, -86.65415113370608 33.6481639922427, -86.65415165570795 33.64816392124243, -86.65415218370987 33.64816392124243, -86.65415270571179 33.6481639922427, -86.65415320771359 33.64816413224321, -86.65415367571529 33.64816433724394, -86.65415409871684 33.64816460324488, -86.6541544647182 33.64816492224605, -86.65415476571928 33.64816528624738, -86.65415499172008 33.64816568624883, -86.65415513872063 33.64816611025037, -86.65415520272086 33.64816654925198, -86.6541551817208 33.64816699125356, -86.65415507572038 33.64816742525517, -86.65415488871975 33.64816783825665, -86.65415462371874 33.64816822125806, -86.65415428971755 33.64816856425932, -86.65415389371611 33.64816885726037, -86.65415344671447 33.64816909326123, -86.65415295971269 33.64816926726184, -86.65415244671084 33.64816937226226, -86.65415191970891 33.64816940826239))",True
283,283,284,13,2020-08-11T22:08:50Z,2.03098,5.792,0.885,0.069,0.109,114.6,9,1.4,1,33.62242508,-86.66993713,P32,14,P32L17,TRUE,2020-08-11,1.0,284,1.89695247181e-05,2.82353383262e-11,"POLYGON ((-86.66993713009515 33.62242782768038, -86.66993660309322 33.62242779168025, -86.66993609009137 33.62242768667988, -86.66993560308958 33.62242751267922, -86.66993515708793 33.62242727667837, -86.66993476108649 33.62242698367731, -86.66993442708531 33.62242664067605, -86.66993416208436 33.62242625767465, -86.66993397508367 33.62242584467316, -86.66993386908325 33.62242541067161, -86.66993384808319 33.62242496866997, -86.66993391208342 33.62242452966836, -86.66993405908397 33.62242410566682, -86.66993428508476 33.62242370566537, -86.6699345860859 33.62242334166405, -86.6699349520872 33.62242302266293, -86.66993537408877 33.62242275666193, -86.66993584209047 33.6224225516612, -86.66993634409226 33.62242241166069, -86.66993686609419 33.62242234066042, -86.66993739409611 33.62242234066042, -86.66993791609798 33.62242241166069, -86.66993841809983 33.6224225516612, -86.66993888610153 33.62242275666193, -86.66993930810304 33.62242302266293, -86.6699396741044 33.62242334166405, -86.66993997510548 33.62242370566537, -86.66994020110627 33.62242410566682, -86.66994034810682 33.62242452966836, -86.66994041210705 33.62242496866997, -86.66994039110699 33.62242541067161, -86.66994028510658 33.62242584467316, -86.66994009810594 33.62242625767465, -86.66993983310493 33.62242664067605, -86.66993949910375 33.62242698367731, -86.66993910310231 33.62242727667837, -86.66993865710066 33.62242751267922, -86.66993817009893 33.62242768667988, -86.66993765709702 33.62242779168025, -86.66993713009515 33.62242782768038))",True
284,284,285,0,2020-07-27T23:27:12Z,2.04112,14.198,0.757,0.016,0.061,14.1,9,0.0,1,33.6347084,-86.66763306,P33,1,P33L2,TRUE,2020-07-27,1.0,285,1.89718019596e-05,2.82412763702e-11,"POLYGON ((-86.66763305971881 33.63471114833567, -86.66763253271688 33.63471111233554, -86.66763201971503 33.63471100733517, -86.66763153271324 33.63471083333451, -86.66763108571166 33.63471059733365, -86.66763069071021 33.6347103043326, -86.66763035570898 33.63470996133134, -86.66763009170802 33.63470957832993, -86.66762990370734 33.63470916532845, -86.66762979870697 33.6347087313269, -86.66762977670686 33.63470828932526, -86.66762984070709 33.63470785032365, -86.66762998770764 33.63470742632211, -86.66763021470848 33.63470702632065, -86.66763051470957 33.63470666231933, -86.66763088071087 33.63470634331821, -86.66763130371243 33.63470607731722, -86.66763177171413 33.63470587231649, -86.66763227371598 33.63470573231598, -86.66763279571785 33.63470566131571, -86.66763332371977 33.63470566131571, -86.6676338457217 33.63470573231598, -86.66763434772349 33.63470587231649, -86.66763481572519 33.63470607731722, -86.66763523872675 33.63470634331821, -86.66763560472805 33.63470666231933, -86.66763590472914 33.63470702632065, -86.66763613172998 33.63470742632211, -86.66763627873053 33.63470785032365, -86.66763634273076 33.63470828932526, -86.66763632073065 33.6347087313269, -86.66763621573028 33.63470916532845, -86.6676360277296 33.63470957832993, -86.66763576372864 33.63470996133134, -86.66763542872741 33.6347103043326, -86.66763503372601 33.63471059733365, -86.66763458672438 33.63471083333451, -86.66763409972259 33.63471100733517, -86.66763358672074 33.63471111233554, -86.66763305971881 33.63471114833567))",True
285,285,286,1,2020-07-27T23:30:20Z,2.3311,15.556,0.931,0.006,0.368,133.7,12,3.6,1,33.63472366,-86.66883087,P33,2,P33L3,TRUE,2020-07-27,1.0,286,1.89718019599e-05,2.82412763725e-11,"POLYGON ((-86.66883087007341 33.63472640839115, -86.66883034307148 33.63472637239101, -86.66882983006963 33.63472626739065, -86.66882934306784 33.63472609338999, -86.6688288960662 33.63472585738913, -86.66882850106475 33.63472556438808, -86.66882816606358 33.63472522138682, -86.66882790206262 33.63472483838541, -86.66882771406193 33.63472442538392, -86.66882760906151 33.63472399138237, -86.66882758706146 33.63472354938074, -86.66882765106169 33.63472311037913, -86.66882779806224 33.63472268637759, -86.66882802506302 33.63472228637613, -86.66882832506411 33.63472192237481, -86.66882869106547 33.63472160337369, -86.66882911406702 33.6347213373727, -86.66882958206872 33.63472113237196, -86.66883008407052 33.63472099237146, -86.66883060607245 33.63472092137118, -86.66883113407437 33.63472092137118, -86.66883165607624 33.63472099237146, -86.66883215807809 33.63472113237196, -86.66883262607979 33.6347213373727, -86.66883304908129 33.63472160337369, -86.66883341508264 33.63472192237481, -86.66883371508374 33.63472228637613, -86.66883394208458 33.63472268637759, -86.66883408908507 33.63472311037913, -86.6688341530853 33.63472354938074, -86.66883413108525 33.63472399138237, -86.66883402608488 33.63472442538392, -86.6688338380842 33.63472483838541, -86.66883357408324 33.63472522138682, -86.66883323908201 33.63472556438808, -86.66883284408055 33.63472585738913, -86.66883239707892 33.63472609338999, -86.66883191007719 33.63472626739065, -86.66883139707528 33.63472637239101, -86.66883087007341 33.63472640839115))",True
286,286,287,2,2020-08-11T22:57:10Z,2.06651,-0.328,0.913,0.072,0.061,82.5,8,0.6,1,33.63064194,-86.67378235,P33,3,P33L4,TRUE,2020-08-11,1.0,287,1.89707190299e-05,2.82384342968e-11,"POLYGON ((-86.67378235007419 33.63064468755226, -86.67378182307226 33.63064465155213, -86.67378131007041 33.63064454655176, -86.67378082306863 33.63064437255116, -86.67378037706703 33.6306441365503, -86.67377998106559 33.63064384354919, -86.67377964606436 33.63064350054799, -86.6737793820634 33.63064311754658, -86.67377919506271 33.6306427045451, -86.67377908906235 33.63064227054349, -86.67377906806229 33.63064182854191, -86.67377913106247 33.6306413895403, -86.67377927806302 33.63064096553876, -86.67377950506386 33.63064056553731, -86.67377980506495 33.63064020153598, -86.6737801720663 33.63063988253481, -86.67378059406781 33.63063961653387, -86.67378106206951 33.63063941153308, -86.67378156407136 33.63063927153257, -86.67378208607323 33.63063920053236, -86.67378261407515 33.63063920053236, -86.67378313607708 33.63063927153257, -86.67378363807887 33.63063941153308, -86.67378410608057 33.63063961653387, -86.67378452808214 33.63063988253481, -86.67378489508343 33.63064020153598, -86.67378519508452 33.63064056553731, -86.67378542208536 33.63064096553876, -86.67378556908591 33.6306413895403, -86.67378563208615 33.63064182854191, -86.67378561108603 33.63064227054349, -86.67378550508568 33.6306427045451, -86.67378531808498 33.63064311754658, -86.67378505408402 33.63064350054799, -86.67378471908279 33.63064384354919, -86.67378432308135 33.6306441365503, -86.67378387707976 33.63064437255116, -86.67378339007797 33.63064454655176, -86.67378287707612 33.63064465155213, -86.67378235007419 33.63064468755226))",True
287,287,288,3,2020-08-11T22:59:49Z,2.05221,-0.766,0.803,0.059,0.025,43.1,6,0.0,1,33.63017654,-86.67326355,P33,4,P33L5,TRUE,2020-08-11,1.0,288,1.89707190521e-05,2.82384343682e-11,"POLYGON ((-86.67326355018815 33.63017928786036, -86.67326302318622 33.63017925186023, -86.67326251018437 33.63017914685986, -86.67326202318259 33.6301789728592, -86.67326157718094 33.63017873685834, -86.6732611811795 33.63017844385729, -86.67326084617832 33.63017810085603, -86.67326058217736 33.63017771785462, -86.67326039517667 33.63017730485313, -86.67326028917626 33.63017687085159, -86.67326026817619 33.63017642884995, -86.67326033117644 33.63017598984834, -86.67326047817699 33.6301755658468, -86.67326070517777 33.63017516584534, -86.67326100517886 33.63017480184402, -86.67326137218021 33.6301744828429, -86.67326179418177 33.63017421684191, -86.67326226218347 33.63017401184118, -86.67326276418527 33.63017387184067, -86.67326328618719 33.6301738008404, -86.67326381418911 33.6301738008404, -86.67326433619098 33.63017387184067, -86.67326483819284 33.63017401184118, -86.67326530619454 33.63017421684191, -86.67326572819604 33.6301744828429, -86.67326609519739 33.63017480184402, -86.67326639519848 33.63017516584534, -86.67326662219932 33.6301755658468, -86.67326676919981 33.63017598984834, -86.67326683220006 33.63017642884995, -86.67326681119999 33.63017687085159, -86.67326670519958 33.63017730485313, -86.67326651819894 33.63017771785462, -86.67326625419798 33.63017810085603, -86.67326591919675 33.63017844385729, -86.67326552319531 33.63017873685834, -86.67326507719366 33.6301789728592, -86.67326459019193 33.63017914685986, -86.67326407719003 33.63017925186023, -86.67326355018815 33.63017928786036))",True
288,288,289,4,2020-08-11T23:01:26Z,2.05214,-0.9,0.913,0.042,0.052,51.6,12,0.2,1,33.63112259,-86.67150116,P33,5,P33L6,TRUE,2020-08-11,1.0,289,1.8970880205e-05,2.82389633453e-11,"POLYGON ((-86.67150115978109 33.63112533829968, -86.67150063277916 33.63112530229955, -86.67150011977731 33.63112519729913, -86.67149963277552 33.63112502329852, -86.67149918577388 33.63112478729767, -86.67149879077243 33.63112449429661, -86.67149845577126 33.63112415129535, -86.6714981917703 33.63112376829395, -86.6714980047696 33.63112335529246, -86.67149789876919 33.63112292129085, -86.67149787776913 33.63112247928927, -86.67149794076937 33.63112204028766, -86.67149808776992 33.63112161628612, -86.6714983147707 33.63112121628467, -86.67149861477179 33.63112085228335, -86.67149898177314 33.63112053328217, -86.6714994037747 33.63112026728123, -86.6714998717764 33.6311200622805, -86.6715003737782 33.63111992227999, -86.67150089578013 33.63111985127972, -86.67150142378205 33.63111985127972, -86.67150194578392 33.63111992227999, -86.67150244778577 33.6311200622805, -86.67150291578747 33.63112026728123, -86.67150333778898 33.63112053328217, -86.67150370479033 33.63112085228335, -86.67150400479142 33.63112121628467, -86.67150423179226 33.63112161628612, -86.67150437879275 33.63112204028766, -86.67150444179299 33.63112247928927, -86.67150442079293 33.63112292129085, -86.67150431479251 33.63112335529246, -86.67150412779188 33.63112376829395, -86.67150386379092 33.63112415129535, -86.67150352878969 33.63112449429661, -86.67150313378824 33.63112478729767, -86.6715026867866 33.63112502329852, -86.67150219978487 33.63112519729913, -86.67150168678296 33.63112530229955, -86.67150115978109 33.63112533829968))",True
289,289,290,5,2020-08-11T23:03:25Z,2.09064,-0.932,0.795,0.041,0.09,18.2,8,0.0,1,33.63006592,-86.6727066,P33,6,P33L7,TRUE,2020-08-11,1.0,290,1.89707190241e-05,2.82384342927e-11,"POLYGON ((-86.67270660016339 33.63006866845819, -86.67270607316146 33.63006863245806, -86.67270556015961 33.63006852745769, -86.67270507315783 33.63006835345703, -86.67270462715618 33.63006811745618, -86.67270423115474 33.63006782445512, -86.67270389615356 33.63006748145386, -86.6727036321526 33.63006709845251, -86.67270344515191 33.63006668545097, -86.6727033391515 33.63006625144942, -86.67270331815143 33.63006580944779, -86.67270338115168 33.63006537044623, -86.67270352815223 33.63006494644469, -86.67270375515301 33.63006454644324, -86.6727040551541 33.63006418244191, -86.67270442215545 33.63006386344074, -86.67270484415701 33.63006359743974, -86.67270531215871 33.63006339243901, -86.67270581416051 33.6300632524385, -86.67270633616243 33.63006318143823, -86.67270686416435 33.63006318143823, -86.67270738616622 33.6300632524385, -86.67270788816808 33.63006339243901, -86.67270835616978 33.63006359743974, -86.67270877817128 33.63006386344074, -86.67270914517263 33.63006418244191, -86.67270944517372 33.63006454644324, -86.67270967217456 33.63006494644469, -86.67270981917505 33.63006537044623, -86.6727098821753 33.63006580944779, -86.67270986117524 33.63006625144942, -86.67270975517482 33.63006668545097, -86.67270956817418 33.63006709845251, -86.67270930417322 33.63006748145386, -86.67270896917199 33.63006782445512, -86.67270857317055 33.63006811745618, -86.6727081271689 33.63006835345703, -86.67270764016718 33.63006852745769, -86.67270712716527 33.63006863245806, -86.67270660016339 33.63006866845819))",True
290,290,291,6,2020-08-11T23:03:52Z,2.08866,-1.72,0.753,0.012,0.088,54.9,7,0.2,1,33.63028336,-86.67234039,P33,7,P33L8,TRUE,2020-08-11,1.0,291,1.89707190521e-05,2.82384343682e-11,"POLYGON ((-86.67234038983202 33.6302861082487, -86.67233986283014 33.63028607224857, -86.67233934982823 33.6302859672482, -86.67233886282651 33.63028579324754, -86.67233841682486 33.63028555724668, -86.67233802082342 33.63028526424563, -86.67233768582219 33.63028492124437, -86.67233742182123 33.63028453824296, -86.67233723482059 33.63028412524147, -86.67233712882017 33.63028369123992, -86.67233710782011 33.63028324923829, -86.67233717082036 33.63028281023668, -86.67233731782085 33.63028238623514, -86.67233754482169 33.63028198623368, -86.67233784482278 33.63028162223236, -86.67233821182413 33.63028130323124, -86.67233863382563 33.63028103723025, -86.67233910182733 33.63028083222952, -86.67233960382919 33.63028069222901, -86.67234012583106 33.63028062122874, -86.67234065383298 33.63028062122874, -86.6723411758349 33.63028069222901, -86.6723416778367 33.63028083222952, -86.6723421458384 33.63028103723025, -86.67234256783996 33.63028130323124, -86.67234293484131 33.63028162223236, -86.6723432348424 33.63028198623368, -86.67234346184318 33.63028238623514, -86.67234360884373 33.63028281023668, -86.67234367184398 33.63028324923829, -86.67234365084391 33.63028369123992, -86.6723435448435 33.63028412524147, -86.67234335784281 33.63028453824296, -86.67234309384185 33.63028492124437, -86.67234275884067 33.63028526424563, -86.67234236283923 33.63028555724668, -86.67234191683758 33.63028579324754, -86.6723414298358 33.6302859672482, -86.67234091683395 33.63028607224857, -86.67234038983202 33.6302861082487))",True
291,291,292,7,2020-08-11T23:12:57Z,2.30288,1.969,0.777,0.006,0.258,95.3,6,3.0,1,33.63848114,-86.66869354,P33,8,P33L9,TRUE,2020-08-11,1.0,292,1.89718019492e-05,2.82412763338e-11,"POLYGON ((-86.66869353957412 33.63848388805121, -86.66869301257219 33.63848385205108, -86.66869249957034 33.63848374705071, -86.66869201256856 33.63848357305011, -86.66869156556697 33.63848333704925, -86.66869117056552 33.63848304404814, -86.66869083556429 33.63848270104694, -86.66869057156333 33.63848231804553, -86.66869038356265 33.63848190504405, -86.66869027856228 33.63848147104244, -86.66869025656217 33.63848102904086, -86.6686903205624 33.63848059003925, -86.66869046756295 33.63848016603771, -86.66869069456379 33.63847976603626, -86.66869099456488 33.63847940203493, -86.66869136056619 33.63847908303376, -86.66869178356774 33.63847881703282, -86.66869225156944 33.63847861203203, -86.66869275357129 33.63847847203152, -86.66869327557316 33.63847840103131, -86.66869380357508 33.63847840103131, -86.66869432557701 33.63847847203152, -86.6686948275788 33.63847861203203, -86.66869529558051 33.63847881703282, -86.66869571858206 33.63847908303376, -86.66869608458336 33.63847940203493, -86.66869638458445 33.63847976603626, -86.66869661158529 33.63848016603771, -86.66869675858584 33.63848059003925, -86.66869682258607 33.63848102904086, -86.66869680058596 33.63848147104244, -86.6686966955856 33.63848190504405, -86.66869650758491 33.63848231804553, -86.66869624358395 33.63848270104694, -86.66869590858272 33.63848304404814, -86.66869551358133 33.63848333704925, -86.66869506657969 33.63848357305011, -86.6686945795779 33.63848374705071, -86.66869406657605 33.63848385205108, -86.66869353957412 33.63848388805121))",True
292,292,293,8,2020-08-11T23:14:36Z,2.21303,3.307,0.964,0.025,0.164,41.6,8,0.5,1,33.63912582,-86.66616058,P33,9,P33L10,TRUE,2020-08-11,1.0,293,1.89718019599e-05,2.82412763725e-11,"POLYGON ((-86.66616058036573 33.63912856839494, -86.6661600533638 33.63912853239481, -86.66615954036195 33.63912842739444, -86.66615905336016 33.63912825339378, -86.66615860635852 33.63912801739292, -86.66615821135707 33.63912772439187, -86.6661578763559 33.63912738139061, -86.66615761235494 33.6391269983892, -86.66615742435425 33.63912658538771, -86.66615731935383 33.63912615138617, -86.66615729735378 33.63912570938453, -86.66615736135401 33.63912527038292, -86.66615750835456 33.63912484638138, -86.66615773535534 33.63912444637992, -86.66615803535643 33.6391240823786, -86.66615840135779 33.63912376337748, -86.66615882435934 33.63912349737649, -86.66615929236104 33.63912329237576, -86.66615979436284 33.63912315237525, -86.66616031636477 33.63912308137498, -86.66616084436669 33.63912308137498, -86.66616136636856 33.63912315237525, -86.66616186837041 33.63912329237576, -86.66616233637211 33.63912349737649, -86.66616275937361 33.63912376337748, -86.66616312537496 33.6391240823786, -86.66616342537606 33.63912444637992, -86.66616365237689 33.63912484638138, -86.66616379937739 33.63912527038292, -86.66616386337762 33.63912570938453, -86.66616384137757 33.63912615138617, -86.6661637363772 33.63912658538771, -86.66616354837652 33.6391269983892, -86.66616328437556 33.63912738139061, -86.66616294937432 33.63912772439187, -86.66616255437287 33.63912801739292, -86.66616210737124 33.63912825339378, -86.66616162036951 33.63912842739444, -86.6661611073676 33.63912853239481, -86.66616058036573 33.63912856839494))",True
293,293,294,9,2020-08-11T23:31:59Z,2.11409,6.293,0.898,0.085,0.053,58.3,11,0.2,1,33.63212967,-86.67543793,P33,10,P33L13,TRUE,2020-08-11,1.0,294,1.8970880205e-05,2.82389633453e-11,"POLYGON ((-86.67543793009298 33.63213241796086, -86.67543740309105 33.63213238196073, -86.6754368900892 33.63213227696031, -86.67543640308742 33.6321321029597, -86.67543595608578 33.63213186695884, -86.67543556108433 33.63213157395779, -86.67543522608315 33.63213123095653, -86.67543496208219 33.63213084795512, -86.6754347750815 33.63213043495364, -86.67543466908108 33.63213000095203, -86.67543464808102 33.63212955895045, -86.67543471108127 33.63212911994884, -86.67543485808181 33.6321286959473, -86.6754350850826 33.63212829594585, -86.67543538508369 33.63212793194452, -86.67543575208504 33.63212761294335, -86.6754361740866 33.63212734694241, -86.6754366420883 33.63212714194168, -86.6754371440901 33.63212700194117, -86.67543766609202 33.6321269309409, -86.67543819409394 33.6321269309409, -86.67543871609581 33.63212700194117, -86.67543921809767 33.63212714194168, -86.67543968609937 33.63212734694241, -86.67544010810087 33.63212761294335, -86.67544047510222 33.63212793194452, -86.67544077510331 33.63212829594585, -86.67544100210415 33.6321286959473, -86.67544114910464 33.63212911994884, -86.67544121210489 33.63212955895045, -86.67544119110482 33.63213000095203, -86.67544108510441 33.63213043495364, -86.67544089810377 33.63213084795512, -86.67544063410281 33.63213123095653, -86.67544029910158 33.63213157395779, -86.67543990410013 33.63213186695884, -86.67543945709849 33.6321321029597, -86.67543897009676 33.63213227696031, -86.67543845709486 33.63213238196073, -86.67543793009298 33.63213241796086))",True
294,294,295,10,2020-08-20T23:34:02Z,1.98784,7.675,0.981,0.079,0.05,204.1,22,0.6,1,33.6366806,-86.67147827,P33,11,P33L15,TRUE,2020-08-20,1.0,295,1.89718019317e-05,2.82412762949e-11,"POLYGON ((-86.67147826969784 33.63668334850547, -86.67147774269591 33.63668331250534, -86.67147722969406 33.63668320750497, -86.67147674269228 33.63668303350431, -86.6714762956907 33.63668279750345, -86.67147590068925 33.6366825045024, -86.67147556568801 33.63668216150114, -86.67147530168705 33.63668177849979, -86.67147511368637 33.63668136549825, -86.671475008686 33.6366809314967, -86.67147498668589 33.63668048949506, -86.67147505068613 33.63668005049351, -86.67147519768668 33.63667962649197, -86.67147542468751 33.63667922649051, -86.67147572468861 33.63667886248919, -86.67147609068991 33.63667854348802, -86.67147651369146 33.63667827748702, -86.67147698169316 33.63667807248629, -86.67147748369501 33.63667793248578, -86.67147800569688 33.63667786148551, -86.6714785336988 33.63667786148551, -86.67147905570073 33.63667793248578, -86.67147955770253 33.63667807248629, -86.67148002570423 33.63667827748702, -86.67148044870578 33.63667854348802, -86.67148081470708 33.63667886248919, -86.67148111470817 33.63667922649051, -86.67148134170901 33.63667962649197, -86.67148148870956 33.63668005049351, -86.67148155270979 33.63668048949506, -86.67148153070968 33.6366809314967, -86.67148142570932 33.63668136549825, -86.67148123770863 33.63668177849979, -86.67148097370767 33.63668216150114, -86.67148063870644 33.6366825045024, -86.67148024370505 33.63668279750345, -86.67147979670341 33.63668303350431, -86.67147930970162 33.63668320750497, -86.67147879669977 33.63668331250534, -86.67147826969784 33.63668334850547))",True
295,295,296,11,2020-08-20T23:58:25Z,1.96317,6.17,0.839,0.051,0.015,49.2,5,0.1,1,33.63095093,-86.67111206,P33,12,P33L16,TRUE,2020-08-20,1.0,296,1.89707190361e-05,2.82384343141e-11,"POLYGON ((-86.67111206036651 33.63095367767562, -86.67111153336458 33.63095364167549, -86.67111102036273 33.63095353667507, -86.67111053336095 33.63095336267446, -86.67111008735935 33.6309531266736, -86.67110969135791 33.63095283367255, -86.67110935635668 33.63095249067129, -86.67110909235572 33.63095210766988, -86.67110890535503 33.6309516946684, -86.67110879935467 33.63095126066679, -86.67110877835461 33.63095081866521, -86.67110884135479 33.6309503796636, -86.67110898835534 33.63094995566206, -86.67110921535618 33.63094955566061, -86.67110951535727 33.63094919165928, -86.67110988235862 33.63094887265811, -86.67111030436013 33.63094860665717, -86.67111077236183 33.63094840165644, -86.67111127436368 33.63094826165593, -86.67111179636555 33.63094819065566, -86.67111232436747 33.63094819065566, -86.6711128463694 33.63094826165593, -86.67111334837119 33.63094840165644, -86.67111381637289 33.63094860665717, -86.67111423837446 33.63094887265811, -86.67111460537575 33.63094919165928, -86.67111490537684 33.63094955566061, -86.67111513237768 33.63094995566206, -86.67111527937823 33.6309503796636, -86.67111534237847 33.63095081866521, -86.67111532137835 33.63095126066679, -86.67111521537799 33.6309516946684, -86.6711150283773 33.63095210766988, -86.67111476437634 33.63095249067129, -86.67111442937511 33.63095283367255, -86.67111403337367 33.6309531266736, -86.67111358737208 33.63095336267446, -86.67111310037029 33.63095353667507, -86.67111258736844 33.63095364167549, -86.67111206036651 33.63095367767562))",True
296,296,297,0,2020-07-28T00:29:32Z,3.58566,8.86,0.967,0.003,1.594,165.4,19,24.9,5,33.64191818,-86.66075134,P34,1,P34L0,TRUE,2020-07-28,1.0,297,1.89723878549e-05,2.82427882866e-11,"POLYGON ((-86.66075133970071 33.64192092754638, -86.66075081269884 33.64192089154625, -86.66075029969693 33.64192078654588, -86.6607498126952 33.64192061254522, -86.66074936569356 33.64192037654436, -86.66074896969212 33.64192008354331, -86.66074863569088 33.64191974054205, -86.66074837168992 33.6419193575407, -86.66074818368924 33.64191894453916, -86.66074807768888 33.64191851053761, -86.66074805668882 33.64191806853597, -86.66074812068905 33.64191762953442, -86.66074826768954 33.64191720553288, -86.66074849469038 33.64191680553142, -86.66074879469147 33.6419164415301, -86.66074916069283 33.64191612252893, -86.66074958369433 33.64191585652793, -86.66075005169603 33.6419156515272, -86.66075055369788 33.64191551152669, -86.66075107569975 33.64191544052642, -86.66075160370167 33.64191544052642, -86.6607521257036 33.64191551152669, -86.66075262770539 33.6419156515272, -86.66075309570709 33.64191585652793, -86.66075351870865 33.64191612252893, -86.66075388471 33.6419164415301, -86.6607541847111 33.64191680553142, -86.66075441171188 33.64191720553288, -86.66075455871243 33.64191762953442, -86.66075462271266 33.64191806853597, -86.6607546017126 33.64191851053761, -86.66075449571218 33.64191894453916, -86.6607543077115 33.6419193575407, -86.66075404371054 33.64191974054205, -86.66075370970935 33.64192008354331, -86.66075331370791 33.64192037654436, -86.66075286670628 33.64192061254522, -86.66075237970449 33.64192078654588, -86.66075186670264 33.64192089154625, -86.66075133970071 33.64192092754638))",True
