,index,OBJECTID,X1,Time_Stamp,CH4__ppm_,C2H6__ppb_,R,C2_C1,ch4Enhcmt,totDist,length,lrate,npeaks,Latitude,Longitude,POLYGON,LEAKNUM,PolyLK,win,DateFound,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,geometry,within
75,75,76,6,2020-07-10T22:22:08Z,2.07298,0.367,0.809,0.011,0.166,183.2,10,7.2,1,33.64408875,-86.72297668,P19,7,P19L6,TRUE,2020-07-10,1.0,76,1.89723878989e-05,2.82427884027e-11,"POLYGON ((-86.72297667991728 33.64409149843738, -86.72297615291535 33.64409146243725, -86.7229756399135 33.64409135743688, -86.72297515291172 33.64409118343622, -86.72297470591008 33.64409094743536, -86.72297430990864 33.64409065443431, -86.72297397590745 33.64409031143305, -86.72297371190649 33.64408992843164, -86.72297352390581 33.64408951543015, -86.72297341790539 33.6440890814286, -86.72297339690533 33.64408863942697, -86.72297346090556 33.64408820042536, -86.72297360790611 33.64408777642382, -86.72297383490695 33.64408737642236, -86.72297413490804 33.64408701242104, -86.72297450090934 33.64408669341992, -86.7229749239109 33.64408642741893, -86.7229753919126 33.6440862224182, -86.72297589391439 33.64408608241769, -86.72297641591632 33.64408601141741, -86.72297694391824 33.64408601141741, -86.72297746592011 33.64408608241769, -86.72297796792196 33.6440862224182, -86.72297843592366 33.64408642741893, -86.72297885892522 33.64408669341992, -86.72297922492652 33.64408701242104, -86.72297952492761 33.64408737642236, -86.72297975192845 33.64408777642382, -86.722979898929 33.64408820042536, -86.72297996292923 33.64408863942697, -86.72297994192911 33.6440890814286, -86.72297983592875 33.64408951543015, -86.72297964792807 33.64408992843164, -86.72297938392711 33.64409031143305, -86.72297904992587 33.64409065443431, -86.72297865392443 33.64409094743536, -86.72297820692285 33.64409118343622, -86.72297771992106 33.64409135743688, -86.72297720691921 33.64409146243725, -86.72297667991728 33.64409149843738))",True
76,76,77,7,2020-07-10T22:30:09Z,1.97805,2.399,0.852,0.02,0.093,303.3,16,3.2,1,33.61267853,-86.74315643,P19,8,P19L7,TRUE,2020-07-10,1.0,77,1.89682031109e-05,2.82316763075e-11,"POLYGON ((-86.74315643027956 33.61268127824735, -86.74315590327762 33.61268124224722, -86.74315539027577 33.61268113724685, -86.74315490427404 33.61268096324625, -86.7431544572724 33.61268072724539, -86.74315406127096 33.61268043424428, -86.74315372726971 33.61268009124308, -86.74315346326875 33.61267970824167, -86.74315327526807 33.61267929524018, -86.7431531702677 33.61267886123858, -86.74315314826765 33.612678419237, -86.74315321226788 33.61267798023539, -86.74315335926838 33.61267755623385, -86.74315358626922 33.61267715623239, -86.74315388627031 33.61267679223107, -86.74315425227167 33.6126764732299, -86.74315467527316 33.61267620722896, -86.74315514327486 33.61267600222817, -86.74315564427673 33.61267586222766, -86.7431561662786 33.61267579122745, -86.74315669428051 33.61267579122745, -86.74315721628244 33.61267586222766, -86.74315771728425 33.61267600222817, -86.74315818528595 33.61267620722896, -86.7431586082875 33.6126764732299, -86.7431589742888 33.61267679223107, -86.74315927428989 33.61267715623239, -86.74315950129073 33.61267755623385, -86.74315964829128 33.61267798023539, -86.74315971229152 33.612678419237, -86.74315969029141 33.61267886123858, -86.74315958529104 33.61267929524018, -86.74315939729036 33.61267970824167, -86.7431591332894 33.61268009124308, -86.74315879928815 33.61268043424428, -86.74315840328671 33.61268072724539, -86.74315795628513 33.61268096324625, -86.74315747028334 33.61268113724685, -86.74315695728149 33.61268124224722, -86.74315643027956 33.61268127824735))",True
77,77,78,8,2020-07-10T22:31:02Z,1.9148,0.907,0.76,0.015,0.03,158.2,7,0.6,1,33.62131882,-86.73635101,P19,9,P19L8,TRUE,2020-07-10,1.0,78,1.89694097417e-05,2.82349283214e-11,"POLYGON ((-86.73635100953885 33.62132156765864, -86.73635048253692 33.62132153165851, -86.73634996953507 33.62132142665814, -86.73634948353333 33.62132125265748, -86.73634903653169 33.62132101665662, -86.73634864053025 33.62132072365557, -86.73634830652901 33.62132038065431, -86.73634804152806 33.6213199976529, -86.73634785452737 33.62131958465142, -86.73634774852701 33.62131915064987, -86.73634772752695 33.62131870864823, -86.73634779152718 33.62131826964662, -86.73634793852767 33.62131784564508, -86.73634816452852 33.62131744564363, -86.7363484655296 33.6213170816423, -86.73634883153096 33.62131676264119, -86.73634925353247 33.62131649664019, -86.73634972153417 33.62131629163946, -86.73635022353602 33.62131615163895, -86.73635074553789 33.62131608063868, -86.73635127353981 33.62131608063868, -86.73635179554174 33.62131615163895, -86.73635229754353 33.62131629163946, -86.73635276554523 33.62131649664019, -86.7363531875468 33.62131676264119, -86.7363535535481 33.6213170816423, -86.73635385454918 33.62131744564363, -86.73635408055003 33.62131784564508, -86.73635422755058 33.62131826964662, -86.73635429155081 33.62131870864823, -86.73635427055069 33.62131915064987, -86.73635416455033 33.62131958465142, -86.73635397754964 33.6213199976529, -86.73635371254869 33.62132038065431, -86.73635337854745 33.62132072365557, -86.73635298254601 33.62132101665662, -86.73635253554443 33.62132125265748, -86.73635204954263 33.62132142665814, -86.73635153654078 33.62132153165851, -86.73635100953885 33.62132156765864))",True
78,78,79,9,2020-07-10T22:32:09Z,2.01363,1.982,0.88,0.014,0.12,236.1,14,1.1,1,33.63178635,-86.72901154,P19,10,P19L9,TRUE,2020-07-10,1.0,79,1.89708802096e-05,2.82389633645e-11,"POLYGON ((-86.72901153985663 33.63178909771273, -86.72901101285476 33.6317890617126, -86.72901049985285 33.63178895671223, -86.72901001285112 33.63178878271157, -86.72900956584948 33.63178854671071, -86.72900917084803 33.63178825370966, -86.7290088358468 33.6317879107084, -86.72900857184584 33.63178752770699, -86.7290083848452 33.6317871147055, -86.72900827884479 33.63178668070395, -86.72900825784473 33.63178623870232, -86.72900832084497 33.63178579970071, -86.72900846784546 33.63178537569917, -86.7290086948463 33.63178497569771, -86.72900899484739 33.63178461169639, -86.72900936184874 33.63178429269527, -86.72900978385024 33.63178402669428, -86.72901025185195 33.63178382169355, -86.7290107538538 33.63178368169304, -86.72901127585567 33.63178361069276, -86.72901180385759 33.63178361069276, -86.72901232585951 33.63178368169304, -86.72901282786131 33.63178382169355, -86.72901329586301 33.63178402669428, -86.72901371786458 33.63178429269527, -86.72901408486592 33.63178461169639, -86.72901438486701 33.63178497569771, -86.7290146118678 33.63178537569917, -86.72901475886835 33.63178579970071, -86.72901482186859 33.63178623870232, -86.72901480086853 33.63178668070395, -86.72901469486811 33.6317871147055, -86.72901450786742 33.63178752770699, -86.72901424386646 33.6317879107084, -86.72901390886528 33.63178825370966, -86.72901351386383 33.63178854671071, -86.72901306686219 33.63178878271157, -86.72901257986041 33.63178895671223, -86.72901206685856 33.6317890617126, -86.72901153985663 33.63178909771273))",True
79,79,80,10,2020-07-10T22:40:02Z,1.96425,3.994,0.779,0.013,0.055,124.2,5,0.7,1,33.6241951,-86.73412323,P19,11,P19L11,TRUE,2020-07-10,1.0,80,1.89695247073e-05,2.82353382897e-11,"POLYGON ((-86.73412323043988 33.62419784811516, -86.734122703438 33.62419781211503, -86.7341221904361 33.62419770711466, -86.73412170343437 33.62419753311406, -86.73412125743272 33.6241972971132, -86.73412086143128 33.62419700411209, -86.73412052743009 33.62419666111089, -86.73412026242909 33.62419627810948, -86.73412007542845 33.62419586510799, -86.73411996942804 33.62419543110639, -86.73411994842797 33.62419498910481, -86.73412001242821 33.6241945501032, -86.73412015942876 33.62419412610166, -86.73412038542955 33.6241937261002, -86.73412068643063 33.62419336209888, -86.73412105243199 33.6241930430977, -86.73412147443349 33.62419277709677, -86.73412194243519 33.62419257209598, -86.73412244443705 33.62419243209547, -86.73412296643892 33.62419236109525, -86.73412349444084 33.62419236109525, -86.73412401644276 33.62419243209547, -86.73412451844456 33.62419257209598, -86.73412498644626 33.62419277709677, -86.73412540844782 33.6241930430977, -86.73412577444913 33.62419336209888, -86.73412607545026 33.6241937261002, -86.73412630145106 33.62419412610166, -86.7341264484516 33.6241945501032, -86.73412651245184 33.62419498910481, -86.73412649145178 33.62419543110639, -86.73412638545136 33.62419586510799, -86.73412619845067 33.62419627810948, -86.73412593344972 33.62419666111089, -86.73412559944853 33.62419700411209, -86.73412520344709 33.6241972971132, -86.73412475744544 33.62419753311406, -86.73412427044366 33.62419770711466, -86.73412375744181 33.62419781211503, -86.73412323043988 33.62419784811516))",True
80,80,81,11,2020-07-10T22:41:50Z,2.06119,7.884,0.842,0.02,0.147,282.1,12,2.7,1,33.6124115,-86.74354553,P19,12,P19L12,TRUE,2020-07-10,1.0,81,1.89682030609e-05,2.82316761838e-11,"POLYGON ((-86.74354552969413 33.61241424827659, -86.7435450026922 33.61241421227646, -86.74354448969035 33.61241410727609, -86.74354400368856 33.61241393327543, -86.74354355668692 33.61241369727458, -86.74354316068548 33.61241340427352, -86.74354282668429 33.61241306127226, -86.74354256268333 33.61241267827091, -86.74354237468265 33.61241226526937, -86.74354226968228 33.61241183126782, -86.74354224768217 33.61241138926619, -86.7435423116824 33.61241095026463, -86.74354245868295 33.61241052626309, -86.74354268568379 33.61241012626164, -86.74354298568488 33.61240976226031, -86.74354335168618 33.61240944325914, -86.74354377468774 33.61240917725814, -86.74354424268944 33.61240897225741, -86.74354474369125 33.6124088322569, -86.74354526569317 33.61240876125663, -86.74354579369509 33.61240876125663, -86.74354631569696 33.6124088322569, -86.74354681669877 33.61240897225741, -86.74354728470047 33.61240917725814, -86.74354770770202 33.61240944325914, -86.74354807370338 33.61240976226031, -86.74354837370447 33.61241012626164, -86.74354860070525 33.61241052626309, -86.7435487477058 33.61241095026463, -86.74354881170603 33.61241138926619, -86.74354878970598 33.61241183126782, -86.74354868470556 33.61241226526937, -86.74354849670488 33.61241267827091, -86.74354823270392 33.61241306127226, -86.74354789870273 33.61241340427352, -86.74354750270129 33.61241369727458, -86.74354705569965 33.61241393327543, -86.74354656969791 33.61241410727609, -86.743546056696 33.61241421227646, -86.74354552969413 33.61241424827659))",True
81,81,82,12,2020-07-10T22:46:19Z,2.10602,13.761,0.925,0.012,0.178,110.9,5,5.0,1,33.62909317,-86.73008728,P19,13,P19L13,TRUE,2020-07-10,1.0,82,1.89707190413e-05,2.82384343317e-11,"POLYGON ((-86.73008727976742 33.6290959179218, -86.73008675276554 33.62909588192167, -86.73008623976364 33.6290957769213, -86.73008575276191 33.6290956029207, -86.73008530676026 33.62909536691984, -86.73008491075882 33.62909507391873, -86.73008457575759 33.62909473091753, -86.73008431175663 33.62909434791612, -86.73008412475599 33.62909393491464, -86.73008401875558 33.62909350091303, -86.73008399775551 33.62909305891145, -86.73008406075576 33.62909261990984, -86.73008420775625 33.6290921959083, -86.73008443475709 33.62909179590685, -86.73008473475818 33.62909143190552, -86.73008510175953 33.62909111290435, -86.73008552376103 33.62909084690341, -86.73008599176273 33.62909064190262, -86.73008649376459 33.62909050190211, -86.73008701576646 33.6290904309019, -86.73008754376838 33.6290904309019, -86.7300880657703 33.62909050190211, -86.7300885677721 33.62909064190262, -86.7300890357738 33.62909084690341, -86.73008945777536 33.62909111290435, -86.73008982477671 33.62909143190552, -86.7300901247778 33.62909179590685, -86.73009035177859 33.6290921959083, -86.73009049877913 33.62909261990984, -86.73009056177938 33.62909305891145, -86.73009054077932 33.62909350091303, -86.7300904347789 33.62909393491464, -86.73009024777821 33.62909434791612, -86.73008998377725 33.62909473091753, -86.73008964877607 33.62909507391873, -86.73008925277463 33.62909536691984, -86.73008880677298 33.6290956029207, -86.7300883197712 33.6290957769213, -86.73008780676935 33.62909588192167, -86.73008727976742 33.6290959179218))",True
82,82,83,13,2020-07-10T22:46:25Z,2.0461,12.671,0.79,0.008,0.118,167.4,7,3.3,1,33.63020325,-86.72963715,P19,14,P19L14,TRUE,2020-07-10,1.0,83,1.89707190413e-05,2.82384343317e-11,"POLYGON ((-86.729637150131 33.63020599795743, -86.72963662312912 33.6302059619573, -86.72963611012722 33.63020585695693, -86.72963562312549 33.63020568295633, -86.72963517712384 33.63020544695547, -86.7296347811224 33.63020515395436, -86.72963444612117 33.63020481095316, -86.72963418212021 33.63020442795175, -86.72963399511957 33.63020401495027, -86.72963388911916 33.63020358094866, -86.72963386811909 33.63020313894708, -86.72963393111934 33.63020269994547, -86.72963407811983 33.63020227594393, -86.72963430512067 33.63020187594248, -86.72963460512176 33.63020151194115, -86.72963497212311 33.63020119293998, -86.72963539412461 33.63020092693904, -86.72963586212632 33.63020072193825, -86.72963636412817 33.63020058193774, -86.72963688613004 33.63020051093753, -86.72963741413196 33.63020051093753, -86.72963793613388 33.63020058193774, -86.72963843813568 33.63020072193825, -86.72963890613738 33.63020092693904, -86.72963932813894 33.63020119293998, -86.72963969514029 33.63020151194115, -86.72963999514138 33.63020187594248, -86.72964022214217 33.63020227594393, -86.72964036914271 33.63020269994547, -86.72964043214296 33.63020313894708, -86.7296404111429 33.63020358094866, -86.72964030514248 33.63020401495027, -86.72964011814179 33.63020442795175, -86.72963985414083 33.63020481095316, -86.72963951913965 33.63020515395436, -86.72963912313821 33.63020544695547, -86.72963867713656 33.63020568295633, -86.72963819013478 33.63020585695693, -86.72963767713293 33.6302059619573, -86.729637150131 33.63020599795743))",True
83,83,84,14,2020-07-10T22:47:37Z,2.04521,13.449,0.759,0.005,0.115,124.9,5,2.0,1,33.64324188,-86.72341156,P19,15,P19L15,TRUE,2020-07-10,1.0,84,1.89723878549e-05,2.82427882866e-11,"POLYGON ((-86.72341156049828 33.64324462835862, -86.72341103349635 33.64324459235849, -86.7234105204945 33.64324448735812, -86.72341003349271 33.64324431335746, -86.72340958649107 33.6432440773566, -86.72340919048963 33.64324378435555, -86.72340885648845 33.64324344135429, -86.72340859248749 33.64324305835294, -86.7234084044868 33.64324264535139, -86.72340829848639 33.64324221134984, -86.72340827748633 33.64324176934821, -86.72340834148656 33.64324133034665, -86.72340848848711 33.64324090634511, -86.72340871548789 33.64324050634366, -86.72340901548898 33.64324014234234, -86.72340938149034 33.64323982334116, -86.72340980449189 33.64323955734017, -86.7234102724936 33.64323935233944, -86.72341077449539 33.64323921233893, -86.72341129649732 33.64323914133865, -86.72341182449924 33.64323914133865, -86.72341234650111 33.64323921233893, -86.72341284850296 33.64323935233944, -86.72341331650466 33.64323955734017, -86.72341373950616 33.64323982334116, -86.72341410550752 33.64324014234234, -86.72341440550861 33.64324050634366, -86.72341463250945 33.64324090634511, -86.72341477950994 33.64324133034665, -86.72341484351017 33.64324176934821, -86.72341482251011 33.64324221134984, -86.72341471650975 33.64324264535139, -86.72341452850907 33.64324305835294, -86.72341426450811 33.64324344135429, -86.72341393050687 33.64324378435555, -86.72341353450543 33.6432440773566, -86.72341308750379 33.64324431335746, -86.72341260050206 33.64324448735812, -86.72341208750015 33.64324459235849, -86.72341156049828 33.64324462835862))",True
84,84,85,15,2020-07-13T21:55:37Z,2.31305,7.855,0.997,0.028,0.374,258.5,23,5.3,1,33.63211441,-86.7288208,P19,16,P19L16,TRUE,2020-07-13,1.0,85,1.8970880205e-05,2.82389633453e-11,"POLYGON ((-86.72882080016325 33.63211715790538, -86.72882027316132 33.63211712190525, -86.72881976015947 33.63211701690483, -86.72881927315768 33.63211684290422, -86.72881882615604 33.63211660690337, -86.72881843115459 33.63211631390232, -86.72881809615342 33.63211597090105, -86.72881783215246 33.63211558789965, -86.72881764515176 33.63211517489816, -86.72881753915135 33.63211474089655, -86.72881751815129 33.63211429889498, -86.72881758115153 33.63211385989337, -86.72881772815208 33.63211343589182, -86.72881795515286 33.63211303589037, -86.72881825515395 33.63211267188905, -86.7288186221553 33.63211235288787, -86.72881904415686 33.63211208688693, -86.72881951215857 33.6321118818862, -86.72882001416036 33.63211174188569, -86.72882053616229 33.63211167088542, -86.72882106416421 33.63211167088542, -86.72882158616608 33.63211174188569, -86.72882208816793 33.6321118818862, -86.72882255616963 33.63211208688693, -86.72882297817114 33.63211235288787, -86.72882334517249 33.63211267188905, -86.72882364517358 33.63211303589037, -86.72882387217442 33.63211343589182, -86.72882401917491 33.63211385989337, -86.72882408217515 33.63211429889498, -86.72882406117509 33.63211474089655, -86.72882395517468 33.63211517489816, -86.72882376817404 33.63211558789965, -86.72882350417308 33.63211597090105, -86.72882316917185 33.63211631390232, -86.7288227741704 33.63211660690337, -86.72882232716876 33.63211684290422, -86.72882184016703 33.63211701690483, -86.72882132716512 33.63211712190525, -86.72882080016325 33.63211715790538))",True
